Artist ID,"Artist",Certified Units,Gold,Platinum,Multi-Platinum,Diamond
ca64e9bae7c812fc0e2de3086bf5d331,"BREAKING BENJAMIN",4,5,3,0,0
bff3e8b3f994ae2d6e72c9a5879b0785,"BROTHERS JOHNSON",4,4,4,0,0
4e6b27313802ae16b459e1ae1068da91,"CHRIS ISAAK",4,4,2,1,0
d63c2a4683d50e6aacbde239ec9b796a,"CIARA",4,2,2,1,0
0ff831326feb6a4bb1c2cb3c253e4f8d,"CONWAY TWITTY",4,7,1,0,0
d9f1b69ca26fce13e937b156ab23b2ef,"CRYSTAL GAYLE",4,6,2,0,0
41ce955050fad42851b42e77458c1eab,"DEMI LOVATO",4,6,2,0,0
b63abc36176dc0df6dfb7329be36ba77,"DIONNE WARWICK",4,7,1,0,0
4060fbeac1144bce44fddea98b9fe649,"EMMYLOU HARRIS",4,8,0,0,0
8ce2ab4c8a71b93c5f5a03916df80274,"EUROPE",4,2,2,1,0
9500525b2f216160c702f47fed2674fb,"EVERCLEAR",4,3,3,1,0
ca9125b174c2f72c10243679ba0e8053,"GAP BAND",4,5,3,0,0
6a9c0b44ade3f419c52ff8387de8b898,"GREAT WHITE",4,4,2,1,0
d70ca0288f7c8c072e1561b01e6caa33,"HALSEY",4,3,3,1,0
d4ce26955b25b5c65d40110ea2fdc4bd,"HARRY CHAPIN",4,4,2,1,0
2db753d44203bd2d734850972c741432,"IL DIVO",4,5,3,0,0
8799b75598d5e8e81a42198c73eaf55d,"JAGGED EDGE",4,4,2,1,0
55e73f67b3f2493d6df572e9e70a785e,"JANE'S ADDICTION",4,4,2,1,0
26f97a841b392f53a79491accf65850c,"JARS OF CLAY",4,4,2,1,0
0fc4e6f1cf2af6b70b41b92d67675814,"JOHN FOGERTY",4,5,1,1,0
07c2a2d7b61cfb4889828d9b27fa4a76,"JOHN LEGEND",4,4,2,1,0
eafe1b5768e1a8c306c97cdf9347ee39,"JOHN WILLIAMS",4,7,1,0,0
be4ba1d3f6750a77663d17b9eceb3da1,"JON SECADA",4,2,2,1,0
951305efba5ae7b78983e622fc5399e4,"JUDY COLLINS",4,6,2,0,0
691c0c25a4f1506efee5a3c0f8bdab87,"LIL' KIM",4,3,3,1,0
164316020698198fd809a85e17a6580e,"LITTLE TEXAS",4,4,2,1,0
0eeb57f6d15ad17b98f9e861afc3a9d3,"LOGIC",4,5,3,0,0
69b3f7c28701ee23fc9f3878bf1a5f2a,"MAKAVELI",4,1,1,1,0
d71e0d0be81444534193e440912730fc,"MANA",4,6,2,0,0
6b9db1cdddb9114878fcaa94c591ba38,"MEGHAN TRAINOR",4,2,2,1,0
63c0414035f8c56e12c84af04d031224,"MONTGOMERY GENTRY",4,5,3,0,0
d905ed22d2f03099813860ff72b9d106,"NE-YO",4,3,3,1,0
947bec11d9e6c925596b5e88e1ce47aa,"PAM TILLIS",4,5,3,0,0
6505ea455d651d5a650b423021a6b859,"PENTATONIX",4,4,2,1,0
9095488dc2b97c7882c01fba29e784ca,"RICHARD PRYOR",4,6,2,0,0
6057d2ebaf1dc3d5e919ae1cdcc1e7d9,"RIGHTEOUS BROTHERS",4,5,1,1,0
bace6ecb7b6fe9c15914459bff95ce16,"ROBERT PALMER",4,3,3,1,0
2973c489bacad57b0e1dc85cdad61d2f,"SAM HUNT",4,2,2,1,0
45fda44678a4f28ee238fcd646e5a52d,"SHAWN MENDES",4,3,3,1,0
64f8d85b5302b0a04e68a419d1185f93,"SKILLET",4,4,2,1,0
615151c1b2ab8bebc660d52038e0daa7,"THE LUMINEERS",4,2,2,1,0
65235335eaeb0d618bdc928ddcf390d9,"THE PRETENDERS",4,6,2,0,0
8b6dc902569b177d8a97aaba1aafe835,"TRACY BYRD",4,5,1,1,0
52c2c3fb125b01238e68204f17f44967,"TWISTED SISTER",4,3,1,1,0
4bd5feabdadb9315bf2eaaf545e3fda5,"VILLAGE PEOPLE",4,5,3,0,0
aae4e2a34c6e30b8b9c290e3a6782523,"VINCE GUARALDI TRIO",4,1,1,1,0
8f814f21c5440472c62c87278fc921ad,"WARREN G",4,3,1,1,0
d874462f20b4a7df39efd8197dc8865e,"8 BALL & MJG",3.5,4,1,1,0
22fdb063879ef19fd7813809bbe35432,"A$AP ROCKY",3.5,3,2,1,0
6e286168cda6377785bd275cf8897180,"AARON NEVILLE",3.5,4,3,0,0
570f9774354eda5113f4db883528b10c,"AARON TIPPIN",3.5,6,1,0,0
2aa30f2e12438390f9e635833493fc59,"B.O.B.",3.5,3,2,1,0
07c06ac84653cb1d0a3637cb731c6a60,"BACHMAN-TURNER OVERDRIVE",3.5,6,1,0,0
738462b351c0e3f78b40d7f8b1f2325f,"BRYSON TILLER",3.5,2,1,1,0
e6081e4dfac432921029f2189c4ad35a,"CHEVELLE",3.5,3,2,1,0
c42f74d98ab5ac726eacfadbc52b554e,"CHINGY",3.5,3,2,1,0
338d8346b06e54a58a9aee51ac060826,"CHIPMUNKS",3.5,5,2,0,0
0e13a17ae56daff9fa8c806b763cb09a,"CHRIS YOUNG",3.5,4,3,0,0
6b40f62a350896fb1bd7c0e5cd5785da,"CHUCK MANGIONE",3.5,4,1,1,0
d96751d2621b435012d84b7344d2d891,"CLAY AIKEN",3.5,3,2,1,0
cbb111f28fcbaa824775b8c06e1a73cf,"COLOR ME BADD",3.5,2,1,1,0
a3f72dd4fb100bc5a40d3bb9322cca1b,"COOLIO",3.5,3,2,1,0
069e3d4ffba75a99e237c6f24d67ec14,"DANE COOK",3.5,3,2,1,0
b2daa585448ff5e6094c235e6ec63387,"DAVID LEE ROTH",3.5,4,3,0,0
0317517e99fd64307ca2ecfc28ddced6,"DAVID SANBORN",3.5,7,0,0,0
562166ec75e2b1e30c356884a4516407,"DJ KHALED",3.5,4,3,0,0
f4b0e1ac390710d68407ca62ec7d2814,"DOKKEN",3.5,4,3,0,0
31ceaedf2baf6352975e395332203ab0,"DOUG STONE",3.5,5,2,0,0
45796b041cd5fb66e4ca77c1264f4b7d,"DRU HILL",3.5,3,2,1,0
46690ef0c4607c902eee501953cc76e9,"EDDIE MURPHY",3.5,3,2,1,0
7bdf3ab57464e4770d8df54d8de5cbff,"ELLIE GOULDING",3.5,4,3,0,0
98b86dc67d11780afa49659bb9d80b60,"ELVIS COSTELLO",3.5,5,2,0,0
052adbb5e6c8c48c78b256204cb8b602,"EVE",3.5,3,2,1,0
743c3dbee49e215f5c47b3f41486b74d,"FABOLOUS",3.5,5,2,0,0
18c3c87d6145307a1f0d81c6a7375ff8,"FIFTH DIMENSION",3.5,7,0,0,0
44f35c382e49563de1d1b7edc61dfe63,"FLORENCE & THE MACHINE",3.5,3,2,1,0
1060330d95db1c607869a624090061d7,"FRED HAMMOND",3.5,4,1,1,0
b4c042eeac6f935d8da4f3d9c01a00a1,"GERALD LEVERT",3.5,4,3,0,0
8ff54caf3e5e722a5db7c2821876dd83,"GLADYS KNIGHT & THE PIPS",3.5,7,0,0,0
514c08d7c7b2d7f1cfc0944efcad977b,"GLEE CAST",3.5,5,2,0,0
60765c1f90ca85d345bf97dc756e3bf1,"GLENN MILLER ORCHESTRA",3.5,6,1,0,0
08e2635f56f31c38d7afe65e008ea519,"HEAVY D & THE BOYZ",3.5,4,3,0,0
51f4825087a4aa7c78517bf1251f8fee,"HINDER",3.5,2,1,1,0
327ebbc18a78d24732106ece13708cb9,"HOOBASTANK",3.5,3,2,1,0
e6a5b68c413a7ce34dd0ca4422d79167,"HOZIER",3.5,2,1,1,0
fdafc81748f2af19a0f287f922842342,"INDIA.ARIE",3.5,3,2,1,0
5e668737521e89415aeff5b8d77e1555,"INSANE CLOWN POSSE",3.5,5,2,0,0
f82744188c58f563988232a810f83265,"J. GEILS BAND",3.5,6,1,0,0
92c10badfc5a07fa4ca0e101e90bdf89,"JAMES BLUNT",3.5,2,1,1,0
0f85f79c4e54dd691c1c46adcc55305f,"JILL SCOTT",3.5,4,1,1,0
681f7a74747942c71fcad1d4651c30df,"JOHN ANDERSON",3.5,4,1,1,0
02428e9e7271e97fb46b896e6d46f64a,"JOHN LENNON & YOKO ONO",3.5,2,1,1,0
00685fb71d631ae5e464843f6c703e19,"K.D. LANG",3.5,4,1,1,0
4362e9167b58f7e44f74e5b0e72cdf27,"KATHY MATTEA",3.5,6,1,0,0
2d217034106e26f427db8c5406b9b2b2,"KID CUDI",3.5,3,2,1,0
79039dde297004e2d92305fb27ae2757,"KINGSTON TRIO",3.5,7,0,0,0
34083feffc7fecd7cbbe9466929bc72d,"LEE GREENWOOD",3.5,5,2,0,0
350aaa89dd274d3c451f8b9ffc4f77b2,"LITTLE BIG TOWN",3.5,4,3,0,0
62ef2d36b72992af40d6a1d85baa16c5,"LORDE",3.5,2,1,1,0
27320b7e86275e2ac2fdc65f99ff3551,"LOS TEMERARIOS",3.5,5,2,0,0
8ffae32d5bbc5c29d66057bb056daedf,"LOU RAWLS",3.5,5,2,0,0
9adca574223d81b95e5e0ff6468bc34c,"MAC DAVIS",3.5,5,2,0,0
41386378ea2990c18c7c71cd616473fa,"MACY GRAY",3.5,2,1,1,0
f0ce7a941191dfeecae5ecaaa8d2b5e7,"MANTOVANI",3.5,7,0,0,0
bcfc26118ae085545ee716f68781af08,"MARTY ROBBINS",3.5,6,1,0,0
07ae3c7735b5e4480a4d1973760b6231,"MUSE",3.5,4,3,0,0
1e966dcc530fa8cfc6cd6ef6f4a6015b,"NEAL MC COY",3.5,4,3,0,0
bc4aaa78a4b36ad6f57b947a5490d0bc,"NELLY FURTADO",3.5,3,2,1,0
9206c77f3fc92a3a2130540af5efc1bf,"PATTI LABELLE",3.5,6,1,0,0
c111f1947adf186232c5c8a9b14d631e,"PRESIDENTS OF THE UNITED STATES OF AMERICA",3.5,2,1,1,0
48e3c04e8b74838e278b4b67b64d285f,"PUDDLE OF MUDD",3.5,2,1,1,0
5199164320d5e04c03f3d4abedbdfa26,"RAY STEVENS",3.5,5,2,0,0
8432d4d33cfd62ca66ad58c47c69d332,"SAMMY HAGAR",3.5,5,2,0,0
cca6c80a1d3e6bd44122ff887f908078,"SEETHER",3.5,4,3,0,0
fba0cbff12b05c4c096bcd4e5e80e014,"SILK",3.5,3,2,1,0
5bb6dfdee030e8c5e5cc455520b9381f,"STEVE MARTIN",3.5,3,2,1,0
c5504dfa2e1f90edc0d5f993ce9a9798,"TERRI CLARK",3.5,4,3,0,0
87848b6648c8141c291e5e19d967b7a3,"THE ALL-AMERICAN REJECTS",3.5,3,2,1,0
19de01e610de55a94308931fdc2dea75,"THE DEFTONES",3.5,4,3,0,0
6e0434d39a2a92316836b905603812f3,"THE WHISPERS",3.5,5,2,0,0
b8ac5444260c52fac1f5dd4a3ba1ede2,"2 LIVE CREW",3,5,1,0,0
2e39f87b4288e4f8970e3027cba72c93,"AQUA",3,1,1,1,0
fdc99ffbfc7791d3b2d25e99bedbb3bb,"AVERAGE WHITE BAND",3,5,1,0,0
bd0974047c6a39f5f1e1b6831a93be0a,"BAHA MEN",3,1,1,1,0
f4433a9e8ca468a2337b4212744a7c20,"BILLY GILMAN",3,3,1,1,0
e34446c653b0b7c72d0e82b6e7b68970,"BLUES BROTHERS",3,2,2,1,0
a9bade2ee6f3b3421afb9bcff61ad927,"CALVIN HARRIS",3,3,3,0,0
d7de7ca6bad006e7dd65d04cf0cc8558,"CAPTAIN & TENNILLE",3,5,1,0,0
5fd95532b87b749040862cc02d2c0263,"CARDI B",3,1,1,1,0
7c4e5e458da1dad39bd8de6ecc055189,"CHEETAH GIRLS",3,2,2,1,0
012e2efb7a027be86e88a9f16c2ff498,"CHUMBAWAMBA",3,1,1,1,0
31223ed54b25cf68c82b9c04b8549d6f,"CONFEDERATE RAILROAD",3,2,2,1,0
143895bc1bd2f72db6ab0ec32991a6d9,"D12",3,2,2,1,0
182c195ddebc2a4ca89749f96a995655,"DABABY",3,3,3,0,0
146549b680a892ee69092483dd870571,"DAVE MATTHEWS & TIM REYNOLDS",3,1,1,1,0
0c6b88256c37c394d04e6ff3b9f46f25,"DIO",3,4,2,0,0
4d89d8b785b25df6e64a0649f18fa221,"DONNIE MC CLURKIN",3,4,2,0,0
b9ad51020f8482c40da3b080e4a88df8,"EAZY-E",3,3,1,1,0
5731c00c16a4bd8a3d92f9968ce3f361,"EDDY ARNOLD",3,3,1,1,0
02d358b1d1842e4791e51732009633de,"ERNIE FORD",3,4,2,0,0
a0ad1e16249e1b2ae56ec30ba75f5afb,"EXPOSE",3,3,1,1,0
144078ac36e6711c8230ead61f2acd04,"FAITH EVANS",3,4,2,0,0
3273ce1dd043538f25db5728d0a4f2cc,"FREDDIE JACKSON",3,4,2,0,0
b2a1afa0e7c529b5b5d6cfae0342c0c9,"FUEL",3,2,2,1,0
a8fbaabbd63849b1ed930b5be2f4266e,"FUN.",3,1,1,1,0
a47997c0edcd92a95400a2201034c7de,"G-EAZY",3,3,3,0,0
2f0f076b6d38d3c6b278adbb01944da3,"GARBAGE",3,2,2,1,0
b336f1e7e3ea25f66dec6259f6a2d112,"GORILLAZ",3,2,2,1,0
c1fe3367514c9632b8219a1b67f22b8a,"GUY",3,2,2,1,0
97fb314805ad17e69684c401288d4d2a,"HARRY BELAFONTE",3,6,0,0,0
7ec5724d98b9fc5b87b98b8054a2258c,"HARRY STYLES",3,2,2,1,0
10b56f3a9a5ebe38d7e95f7f3cc2d1b5,"HENRY MANCINI",3,6,0,0,0
5356b6bf04e8c8121f13ca7d10a84915,"ICE-T",3,5,1,0,0
e8e4ebcbcb13221562705fa99d8227b8,"ISAAC HAYES",3,6,0,0,0
bb1c856405e73a3f42bd92acb3686580,"JAHEIM",3,4,2,0,0
f665f70e9c67ad27d1064f402d99aaf2,"JAMIE FOXX",3,2,2,1,0
775ef84912878050493e04b627e2c64e,"JASON DERULO",3,4,2,0,0
e336f903964d4eec6d8b1ac74f33fc3a,"JOAN BAEZ",3,6,0,0,0
06390ff04a4b98029c4140ff443537a4,"JOAN OSBORNE",3,1,1,1,0
a7ce6f44ffa81ebd914668130a990f9f,"JOE DIFFIE",3,4,2,0,0
89d6ff12813d89e8801b0bdb2e0e962a,"JOHN BARRY",3,4,2,0,0
681fc2650d8ff211872bde0de79ce570,"JOHN CAFFERTY & BEAVER BROWN",3,1,1,1,0
bd4b281d332b4bc88dfd97f5c690ad35,"JOHNNY GILL",3,3,1,1,0
27131f4c5a437fabf03ad6cfd4911a7f,"JONAS BROTHERS",3,3,3,0,0
7a555b78932ff09d7d8b4a3091c98501,"KANE BROWN",3,2,2,1,0
6ea83c59a2ae1f4ffbdfa1be320a4c94,"KEYSHIA COLE",3,3,3,0,0
13809a017ec3528c25c4dff35c4a9f2e,"KODAK BLACK",3,3,3,0,0
9cc2351682ca6e6d987eba9f049621af,"LIFEHOUSE",3,3,1,1,0
8988299b76b1f3753e610413c98872e6,"LITTLE FEAT",3,5,1,0,0
60f6d8943c44859c448f79a56c546d6c,"LOREENA MC KENNITT",3,3,1,1,0
1abf0701c370968013083a24ed592aca,"LOU BEGA",3,1,1,1,0
7609e45ea1b93681d7312095db75d11b,"LYLE LOVETT",3,6,0,0,0
85dd640513e1f8cfc1fb5ac1766e9b40,"MAC MILLER",3,5,1,0,0
f7e5ffb727c229d5d83e922307f40246,"MARIO LANZA",3,3,1,1,0
35eb85a1b2e49b3e14aac843e567645e,"MEEK MILL",3,4,2,0,0
a40bb02a0bd7d86bd4025a36410160ad,"MICHAEL MC DONALD",3,5,1,0,0
3d5cf1cd447f0cb0b995472f857cff33,"MICHELLE BRANCH",3,2,2,1,0
dba3c07d269a369757f3b0ffe5d1652e,"MIDNIGHT STAR",3,3,1,1,0
dd3cbed3a22d39846c89ea3f482210e2,"MIGOS",3,2,2,1,0
1ffea099564bdd1526c042d74d682829,"MOBB DEEP",3,4,2,0,0
2f858145e65faee419adc44f1144a54e,"MUSIQ",3,4,2,0,0
240f68319f7336390235d9549fa4b37d,"NAUGHTY BY NATURE",3,4,2,0,0
c1ef0a659770f820c671d5b4b45cf093,"NEWSBOYS",3,6,0,0,0
b04dcb7eb7b9be113a9191be9ad5cdba,"NIGHT RANGER",3,4,2,0,0
4cd7471ada476bcdc7911fe7bc3035cc,"NITTY GRITTY DIRT BAND",3,4,2,0,0
ae560849a7637b6137c0e4f6fa3fba3a,"PARTRIDGE FAMILY",3,6,0,0,0
bc555e4b9c7ca9f7f8e29c7a10368836,"PET SHOP BOYS",3,5,1,0,0
39edabb2ecd8c8ed0ade6fd8899f8862,"PRINCE & THE NEW POWER GENERATION",3,2,2,1,0
57e23d5735fa255e54452b2f979269d9,"REDMAN",3,5,1,0,0
1844479cc8cacb7472158fd336a55240,"RICKY SKAGGS",3,5,1,0,0
9811eb4da640b4ea08d7d1791a96aadb,"ROBERT CRAY",3,3,1,1,0
782f98577e8e77c967ca7c5ec71b61cb,"ROGER WILLIAMS",3,6,0,0,0
5e8dec126353bdc56703a8708067a507,"SARAH BRIGHTMAN",3,5,1,0,0
66c64ade60ff199d1845f2bf7587563d,"SEAN PAUL",3,2,2,1,0
9555c454e73f0d8dc66847e39e6f6089,"SHAUN CASSIDY",3,3,3,0,0
0ae4c2ce42971e3f9ee09c22add5c451,"SHEENA EASTON",3,5,1,0,0
33240c3bc990c018964a6589924b50ab,"SILVERCHAIR",3,3,1,1,0
9dc5a96a18fe187e9dce8be0c1cc60fd,"SIMPLE PLAN",3,2,2,1,0
3533568c3a9a6c76233a57978d62d7fa,"SOUL ASYLUM",3,2,2,1,0
4b2faa923207ed37b8647dfa95b017a1,"STEPHANIE MILLS",3,6,0,0,0
247753f4c7c87056d35a590fce444936,"STEVIE RAY VAUGHAN",3,5,1,0,0
de29cc4b33f5cbe7ba30e59afeccbd5f,"SWITCHFOOT",3,3,1,1,0
d6232f7be45f991eee24c4857e6bb981,"TEVIN CAMPBELL",3,2,2,1,0
71704d5df3fe82ac0596da5168f69d24,"THE ASSOCIATION",3,3,1,1,0
067e77a7bcd6c290fd553a571aab9ac5,"THE BAND",3,5,1,0,0
d2609f7a5a5c5a2fe24bffb853fad2e4,"THREE 6 MAFIA",3,4,2,0,0
27f49fe37f9c3f5d12025eb718ba7ec5,"TOBYMAC",3,6,0,0,0
a2f54f6dd5825ba41e00269e109c806b,"TRICK DADDY",3,5,1,0,0
6824b6723988d4ed733be13bbdefa62f,"TRIUMPH",3,5,1,0,0
8e8322a424921a7c48d8f9e00db8bd1d,"UB-40",3,3,3,0,0
b921958a1e8fffcf1dab5a8ea4ff382c,"USA FOR AFRICA",3,1,1,1,0
35b648dd9bc8109517665cc1e5dab9e3,"WYCLEF JEAN",3,2,2,1,0
000dd2e062567c2113ac9c222460bcdb,"XSCAPE",3,3,3,0,0
b881a678f13fe12eed20bc179a795547,"A PERFECT CIRCLE",2.5,3,2,0,0
75c6b79bd408f060aea4bf571add9686,"AL B. SURE!",2.5,2,1,1,0
43259d16a51d30a3fd80bcde0f96234e,"ALDO NOVA",2.5,2,1,1,0
4ac01ce88a3961e363730694ec41ef43,"ANDREAS VOLLENWEIDER",2.5,4,1,0,0
eed8fafec5bd98395ca271bf4453a4e0,"ANDY GIBB",2.5,3,2,0,0
560d0791335ff2333d0dd84b6011675d,"ANTHRAX",2.5,5,0,0,0
cbe07a17ed6ad26385ff36383b1fd315,"BASIA",2.5,3,2,0,0
3d07044f3efc9787f9b8c68d0ab56541,"BAY CITY ROLLERS",2.5,5,0,0,0
54decbfbf9798a168fa0ebb32d7f93ef,"BEN HARPER",2.5,5,0,0,0
4a7c4f313a9b4343bba4897def608895,"BIG TYMERS",2.5,3,2,0,0
aedfd6fa1cb35e766601aac57103841e,"BILLY CURRINGTON",2.5,4,1,0,0
04d52d17f5d23600b37c395ba6068e3f,"BJORK",2.5,3,2,0,0
3be9b08ef1d9dc1c280320d1e81c69fd,"BLACKHAWK",2.5,2,1,1,0
82e385bfa9188c4fd990efb70e90b9e8,"BON IVER",2.5,3,2,0,0
32d2782b31e4b4c23b3b014edca89a35,"BRANTLEY GILBERT",2.5,3,2,0,0
71e6735fa4a43c2cd10136a461f54736,"BRYAN WHITE",2.5,3,2,0,0
c78cd47327cc3de5c3008d2ecd152d44,"BTS",2.5,3,2,0,0
7d599454660b5a929da8fd45d5c73887,"BUCKCHERRY",2.5,2,1,1,0
805340a25abd3cf486ecc718954df102,"CAKE",2.5,3,2,0,0
a4c9d94dced3d3673b646d3085be08b9,"CECE WINANS",2.5,4,1,0,0
6efa9f31a1e5373f456c370f729950c6,"CELTIC WOMAN",2.5,3,2,0,0
21958f2bf3af1b46f28e64ec434b9fc5,"CHAKA KHAN",2.5,4,1,0,0
5310b7cfc7d574be2e9140d9c7c35c57,"CHARLIE PUTH",2.5,2,1,1,0
404bd8d0b5cf36371aabf4cc42eab433,"CHIC",2.5,3,2,0,0
a4a49b750f5266607c5ba2ff2bab31ea,"COLBIE CAILLAT",2.5,2,1,1,0
ee0289e960896b33d25ea4589472d026,"CONJUNTO PRIMAVERA",2.5,4,1,0,0
cfd74a63fc8e3e29daf1be4228dccfdc,"DA BRAT",2.5,3,2,0,0
2288d82d3a3eb2084c51627abc79e17f,"DAMN YANKEES",2.5,2,1,1,0
8898bb317ad075a60ac8382e274ed8fa,"DARIUS RUCKER",2.5,3,2,0,0
253c8b853af739b47d980144fdcbebfe,"DAVE BRUBECK",2.5,2,1,1,0
5d2a03635e6d89cb5b9de2f0a7d65f0f,"DAVE MASON",2.5,4,1,0,0
7ecc2852d7b1db88c53178331884e8f4,"DAVID ALLAN COE",2.5,4,1,0,0
f4788a4daaf7d89fc1573cdb4b820b67,"DJ QUIK",2.5,4,1,0,0
a88f845d2bc4f6cc30d28750aba8e6d9,"DONNY OSMOND",2.5,5,0,0,0
0f1bcd5613e9c36d8b72287c6d51881a,"E-40",2.5,4,1,0,0
978751f3e6458d91588e1b45616a0231,"EPMD",2.5,5,0,0,0
76ae841d6d879cf3477bdefcd42f71e4,"EVERLAST",2.5,2,1,1,0
f358f16f97841f31eb4a31baef3f04dd,"EXTREME II",2.5,2,1,1,0
c401fb57a441bee3214bd9d58d098009,"FAT BOYS",2.5,4,1,0,0
b87fd1490ed3df06cb899e95a748be79,"FIREFALL",2.5,3,2,0,0
d8aa6dd677cc36f36a7b4d6874ff85ab,"FIREHOUSE",2.5,2,1,1,0
4203bc74c5ab4871c90d0043f40ccaf6,"FOXY BROWN",2.5,3,2,0,0
f5f9a58f0ba743be334499a60aeeb21c,"GIPSY KINGS",2.5,3,2,0,0
e4d3e6ab2a446a0ba733110e76a33b5b,"GO GO'S",2.5,2,1,1,0
75c456ef5c5e0bcd6bfc3229a3f0f25c,"HAROLD MELVIN & THE BLUE NOTES",2.5,3,2,0,0
440579974744876ba780bc494146f5d2,"HEATWAVE",2.5,3,2,0,0
fa240e8e0cfd3ad49d81bc9e9d82952a,"HERBIE HANCOCK",2.5,3,2,0,0
42fb70e5505601f27ab7323c889ea668,"HERMAN'S HERMITS",2.5,5,0,0,0
9220a1c9bcf7889b8edee2363c1f1f0c,"JANE FONDA",2.5,2,1,1,0
efc5c20fb3e499ca29417f5b99887ce4,"JHENE AIKO",2.5,4,1,0,0
d72b62ab961ee9d3495ba03d077568e7,"JIM CROCE",2.5,4,1,0,0
059b9027144b21b04a668ea4e5d6e573,"JIM REEVES",2.5,4,1,0,0
e4c8140b039f2e8137a635428ce3946f,"JOAN JETT & THE BLACKHEARTS",2.5,3,2,0,0
684e0984ca1e94dfe03c93558d7567e6,"JOE SATRIANI",2.5,4,1,0,0
aee91ca4d6722e80bfbc4a148334f850,"JUSTIN MOORE",2.5,3,2,0,0
93a38591c97f3e8f83793591bda7bb52,"K.T. OSLIN",2.5,3,2,0,0
2cd50899c15a363748b4f5fb1b769b51,"KEITH WHITLEY",2.5,4,1,0,0
dc804f9b66aa078339d9d394cd7d78c8,"KENNY WAYNE SHEPHERD",2.5,3,2,0,0
facd628dfe249136d63c2ce8caf9be6a,"KENTUCKY HEADHUNTERS",2.5,2,1,1,0
f9d21b8bc590646bfb1a6cc34379b4a2,"KINGS OF LEON",2.5,2,1,1,0
69f3706d7a0254acc79561888ee881f9,"LARRY THE CABLE GUY",2.5,3,2,0,0
d1d2c989d8256a36667683071efddf71,"LEE BRICE",2.5,4,1,0,0
9426bba0ba0c66fa10ff43f5d1ea9bfc,"LEON RUSSELL",2.5,5,0,0,0
f49909c11a8ed89c7fd22493d40021fa,"LIVING COLOUR",2.5,2,1,1,0
a744f2a9bcc74356eaf494c41229e9ae,"LOUIS ARMSTRONG",2.5,4,1,0,0
4fa15b1a0f8371477f00a0b79faec0a7,"MARCO ANTONIO SOLIS",2.5,4,1,0,0
d1f88f899383be907838b72b27a008f4,"METHOD MAN",2.5,3,2,0,0
6f561fe8a9f2b3fced07013d82780b3f,"MIGUEL",2.5,3,2,0,0
fb1ad943954e0107ec5133e875785b04,"MINDY MC CREADY",2.5,2,1,1,0
0c34fb7faa639dc036425fffd4512a93,"MOBY",2.5,2,1,1,0
12267e2e62e9537db19bb8c733b5b080,"MONTELL JORDAN",2.5,4,1,0,0
e5b8d1cf1a72577a8432908abccbad4d,"MYA",2.5,3,2,0,0
2797b3cfcf09a4ebb83553f0c3a4198d,"NEXT",2.5,2,1,1,0
468a6eea212098436760bfbe5c7bd92c,"NF",2.5,3,2,0,0
10f4ab1950a94c0d7e0d644ad5f89a6e,"OTIS REDDING",2.5,2,1,1,0
ae5d33bd2b9a48760ad8d146998da1ed,"OTTMAR LIEBERT",2.5,4,1,0,0
b9e0fe270f72a942166bc499e497875d,"POLO G",2.5,3,2,0,0
412d356d4f04018ae663b385e5f9fb6d,"POP SMOKE",2.5,2,1,1,0
35be01a8d40ebe4a4b40b42adc04b242,"PRIMUS",2.5,3,2,0,0
b2168ca24aa822c323f44a7a6684aaf3,"RAE SREMMURD",2.5,3,2,0,0
ff306a4e691041dd8c055be81024ee26,"RASCALS",2.5,5,0,0,0
b7f9a972a0afd2547ddac1a4d26bb44f,"RICK ASTLEY",2.5,2,1,1,0
3050baf0e48c245a9dd0e2349cbc8c95,"RICK JAMES",2.5,4,1,0,0
bb97356c47fe0d89b29a8d626f2bb7a4,"RICK ROSS",2.5,4,1,0,0
02fa29f66bc9500f71ad1a733c55d923,"ROB THOMAS",2.5,2,1,1,0
2460e22c059cf79698d55f2d36850d3b,"RODDY RICCH",2.5,2,1,1,0
77e6a562fd14ba1e35974be05c08c0a0,"SINEAD O'CONNOR",2.5,2,1,1,0
f88fd5300d4c94bf7c0f41906a501818,"SIR MIX-A-LOT",2.5,3,2,0,0
e41c14b522b955b199b80a4d87861bab,"SLAUGHTER",2.5,2,1,1,0
ce404532fffd4c26e4fd014c031aa97e,"SOUL II SOUL",2.5,2,1,1,0
10ce2f3f59280b9ceaee0a53e479f30d,"SPINNERS",2.5,5,0,0,0
84f4b83802ae21e9129d817615e995fc,"STEVE PERRY",2.5,2,1,1,0
0a95c25276fdafb27286e750839c9f4c,"SUZY BOGGUSS",2.5,4,1,0,0
13e9f46da3d8ad308f6d1c43a9f2c64f,"THE CULT",2.5,3,2,0,0
a0795b4c686f3dcf917ae538d0a2bc84,"THE HOOTERS",2.5,2,1,1,0
a33e26052c673fcf4833b1e197e7853a,"THE JERKY BOYS",2.5,3,2,0,0
9bebc44238503b45f2282cd8eec9d432,"THE KNACK",2.5,2,1,1,0
5490368082986eb8ed12e61a53f68427,"THE OUTFIELD",2.5,2,1,1,0
4fc4232f2aca4f5b02df891db4b5bdb9,"THE STROKES",2.5,3,2,0,0
24a076ee541c3dc515e1c53edd5c9be8,"THE TIME",2.5,4,1,0,0
2d9f36414806785766e069dde0b75513,"THE USED",2.5,3,2,0,0
3b17c965fadbe165b24a0506b47d288d,"THE WHITE STRIPES",2.5,3,2,0,0
