Artist ID,"Artist",Certified Units,Gold,Platinum,Multi-Platinum,Diamond
61ab04a9e8a98b5c6e5ddd720b4093a4,"RAGE AGAINST THE MACHINE",9,4,4,3,0
5e3287cbedbbbc6adc536f97ad55f34e,"SOUNDGARDEN",9,4,4,2,0
87a741648b90c0545fd8581455ab7ffa,"STAIND",9,4,4,2,0
f96ddfc28ca6de05293beb425e29ec8b,"STATLER BROTHERS",9,12,2,1,0
ae362ee3c6d42d16b6a1eadb3564b257,"SUGARLAND",9,4,4,3,0
a08c3ffcbf970fff192e81b59718c02c,"WAYLON JENNINGS",9,8,2,1,0
e6378697a4a6e95a0eb901c92ae07a7d,"ALLMAN BROTHERS",8.5,11,4,1,0
2dc8d4182d8ceab04926e163fd85015f,"BABYFACE",8.5,4,3,3,0
4bee05d59244f7d80e7eb843a94bb2ef,"BOZ SCAGGS",8.5,5,4,1,0
6b4c9be43865d4dd805dac0fdc3aa9ca,"BRAD PAISLEY",8.5,8,5,2,0
b6a1c03ac273b20f92bb0103b8ca35cd,"CARLY SIMON",8.5,8,5,1,0
588a9a0e3a3fdf277794cdbf8135327f,"CYNDI LAUPER",8.5,3,2,2,0
664ca699667383c272e54b9b3bc509a8,"ERIC CHURCH",8.5,6,5,2,0
dcdc994fdc12912a277e2798d6ebe443,"GODSMACK",8.5,6,3,2,0
f90c4abc00f197d410f4c0f3a4c6ab82,"JA RULE",8.5,5,4,2,0
84f9053ddebf54f370e734e5e1fd40a2,"MARY CHAPIN CARPENTER",8.5,6,3,2,0
a9c0723c422a6b6fe9a2ddfee05ba864,"MICHAEL BUBLE",8.5,6,5,2,0
a4fa3a8fe4453dbe86c9d0fffb84b0dc,"PANIC! AT THE DISCO",8.5,6,5,2,0
5cf10268ac7405d5299750d371e01699,"THE CURE",8.5,8,5,2,0
6ec8b030d692d9e2ddbbe1f839bacc70,"TOO SHORT",8.5,9,6,1,0
d3a3208e70ed14dbacac5e77de296491,"TRANS-SIBERIAN ORCHESTRA",8.5,5,4,3,0
676e180232d38e21649fc1adc1748c35,"WU-TANG CLAN",8.5,4,3,2,0
97601c8ca80db798dd14fc00866dd0dc,"10,000 MANIACS",8,4,4,3,0
7cca3c05416fa118e7cbc3e8fd0f6629,"ALICE COOPER",8,9,7,0,0
dfc061fbf4263d1c23f8c2fa16e0c1c2,"CYPRESS HILL",8,6,4,2,0
e193b73d5e4dc5bd8ba90d784ff54e83,"DAUGHTRY",8,4,2,1,0
c28d6678fe591517a50e5d25812ebeba,"ENRIQUE IGLESIAS",8,8,4,1,0
f7bcf9d4cf669597947c13c6c98ae07f,"GEORGE BENSON",8,8,4,1,0
c50c489e1e8c0baa44fcfa51482db3c1,"ICE CUBE",8,9,5,1,0
f5af6a7305612c694e8ee48fc8ea8789,"J. COLE",8,5,5,2,0
3eb71dcc1a0d503c83e004eccddde5fd,"JEFF FOXWORTHY",8,5,3,2,0
7842d05fba9ca5aa2a271d786ae85200,"LADY A",8,5,3,2,0
e5d7f4a5b9746aee1047c0c615f270d7,"MIRANDA LAMBERT",8,6,6,2,0
4ca757cbaa5c9dc810b9fb5dd87735ca,"NICKI MINAJ",8,4,4,3,0
3c8eb4b8f2ef065d656ebb4ef9166c08,"PETER, PAUL & MARY",8,9,3,2,0
1a170f8d145f03749b7e95877ec52c64,"RATT",8,6,4,2,0
c682b77eacb036bfa91310bd23d3f05b,"SALT 'N PEPA",8,5,3,1,0
ffcfbeb676a48ea41e973e928ed77e5b,"SLY & THE FAMILY STONE",8,5,3,1,0
31f1cbf3f64efa8d768f4accb488565d,"TANYA TUCKER",8,12,4,0,0
6d9416d4324fcebde9a395dcd5eeea2e,"TEARS FOR FEARS",8,5,3,1,0
009aead0f845d4003fc0775b2baaff9e,"THREE DOG NIGHT",8,14,2,0,0
e6ab0b2523bd482230f482a749228a55,"98 DEGREES",7.5,4,3,2,0
4d887fb789b2d190c65b5c29261d5979,"AMERICA",7.5,6,3,1,0
8781f26439c240a1719eb5e847b85bb6,"BARENAKED LADIES",7.5,6,3,1,0
7bad90a42d91ac9622975a54a5dbbdbf,"BILL COSBY",7.5,9,6,0,0
73688736b40434d46e3f42c0f7bfcc3f,"BLOOD, SWEAT & TEARS",7.5,5,2,2,0
a52b891f8e16a29ec47081faf13d6d10,"BRIAN MC KNIGHT",7.5,6,3,2,0
d0be2c91e8216df8ef131745956de2ab,"COLLECTIVE SOUL",7.5,5,4,2,0
3a4c64e0f355b1927330cfd5cdf2717a,"DEEP PURPLE",7.5,9,4,1,0
671e2ee03f36a2c7432e8dd2712472ab,"ENIGMA",7.5,4,3,2,0
c16db7fa841ec030c01581871b1800f7,"GEORGE JONES",7.5,10,3,1,0
7ac2edf67c7777d322fdf1aa9fa92251,"JEFFERSON STARSHIP",7.5,10,3,1,0
dcd52f6db7010d8ee33aa6ed24578507,"KENDRICK LAMAR",7.5,4,3,2,0
2f5d9f46e195bc7e9776003c8c6cedda,"KENNY LOGGINS",7.5,10,5,0,0
5e0d8db090dab13fd3f8ae24f09e172a,"KOOL & THE GANG",7.5,9,4,1,0
fa62ff2d002200bc7358bbf9b1344b5c,"NEW EDITION",7.5,5,4,3,0
753fb52b577ad9cf4ee73b654bc853ce,"RAY CHARLES",7.5,8,3,1,0
c515e05a2debca7f4f24ba2954a23afc,"RAY CONNIFF",7.5,11,4,0,0
5c98b6a68b068532fcccb6fa3afe3366,"SHAGGY",7.5,3,2,1,0
29b2d781f1e7f8a955f1a2bbc1fa2d65,"STEVE WINWOOD",7.5,5,4,2,0
12e21749e034e711bb241e08449bc4df,"SUSAN BOYLE",7.5,3,2,2,0
011f3c6ba704798de14293c11183e746,"THE BLACK CROWES",7.5,3,2,2,0
0a86443db71dccba53002ddc0350bfdb,"THE TALKING HEADS",7.5,8,3,2,0
e2a199884bb385cf33d9232f93e830e9,"TORI AMOS",7.5,6,5,2,0
45eaaf602f25d9df73804a3145f30d88,"TOTO",7.5,6,3,2,0
4fd60c15b16abfb216e795b575e71436,"TRACE ADKINS",7.5,8,5,1,0
2820dc2c36e5755d71f20e532d491b17,"VANILLA ICE",7.5,2,1,1,0
cffefe510385a020893372d405bc8385,"WHAM!",7.5,3,2,1,0
c93f61b9a186404d8124d5958904eb38,"WYNONNA JUDD",7.5,4,3,1,0
d73d1e9bb0670f686478ebd4604e5f99,"311",7,7,3,1,0
f8c227ebc32d62deeab68a373ff6c579,"AALIYAH",7,4,4,3,0
f8fc088cf4a02ff03f3f5d4b0bb35caa,"CASTING CROWNS",7,7,5,1,0
f8c70fea4c03255a4a231977da3b6955,"CINDERELLA",7,3,3,2,0
cba6a87c71446b463e63a67dccadc8d3,"DOLLY PARTON",7,10,4,0,0
3e766753fa86d97339da8f42f7ca9ff9,"FOO FIGHTERS",7,7,7,0,0
d6c6f902a7ae31a5bf15810a6f2ee289,"FUGEES",7,1,1,1,0
30821d3b2219695f02735d7e154469ee,"FUTURE",7,8,4,1,0
41d11e0a3f00bd2d61cadc3464051ce6,"GEORGE WINSTON",7,7,3,1,0
f34a4a5d9f5b3ef82be43acf1966f9eb,"GOO GOO DOLLS",7,4,2,2,0
6ad09ea1cba70c352ffe40414c50c8f2,"HANSON",7,5,3,1,0
73078ead9f5ea3733f0624ea5be62423,"JONI MITCHELL",7,9,3,1,0
fe67b69bb7b1a408c6094e118033f4bc,"JUVENILE",7,5,3,1,0
8d9d189942a5a150857e8d0bc5ef7d11,"LOGGINS & MESSINA",7,7,5,1,0
195973bbe5d284fe6b618f3a08058159,"MILES DAVIS",7,3,3,1,0
aab8f2bcd989891178b0422dd7b9e495,"MONICA",7,4,2,2,0
70669980ecc0947e9d2e87d0cf379336,"O'JAYS",7,10,4,0,0
0d9ad092163a86167d24344e26e35429,"P. DIDDY & THE FAMILY",7,1,1,1,0
4baf4e7bf85a1e5c90ef9fd33aa5fed9,"PANTERA",7,7,5,1,0
99dc4271aa4472d9d8af5af6841cb369,"QUIET RIOT",7,2,2,1,0
7cfa14a27c184d00a58f37a04b07eb8b,"RADIOHEAD",7,8,4,1,0
8647ccb95b3f362a0fe272c1199f25f7,"RICKY VAN SHELTON",7,9,5,0,0
38eb9655c5fa8070bfbb87e591eec639,"SELENA",7,5,3,2,0
ca6d57c8935bfffe58c4866321e3af87,"SHAKIRA",7,5,5,1,0
eeb0361a7044eaca0ce3a8c891efec9f,"SKID ROW",7,2,2,2,0
81005dd2fa8498f8526a987a7e5b7794,"SUPERTRAMP",7,6,2,1,0
d34fa5d4a04249a1adb35ef89c8edf68,"SYSTEM OF A DOWN",7,5,5,1,0
cf8fa66d609a02b51b32ca0e7b06dff8,"T.I.",7,7,5,1,0
5c0a694c2613742bf15cc28b3a7cf57b,"THE BLACK EYED PEAS",7,3,3,3,0
bbec81738da9fbdbb2c2d784e7cd3ee7,"THIRD EYE BLIND",7,2,2,1,0
42563bf83fc4bda6280e4621879c463b,"TRACY LAWRENCE",7,6,4,2,0
9fe30caa718f7763e18875f4dcb7860f,"TRAIN",7,5,5,1,0
84219367c665acfe601b0a56e708430f,"TWENTY ONE PILOTS",7,3,3,2,0
da159b42c1f721db805853afa0059df4,"ALISON KRAUSS",6.5,7,2,2,0
abd9c75bbce452c512e6111c6ebab3ff,"B-52'S",6.5,5,2,1,0
d3aa24841879c8a7ac9fbe75740dbe5a,"BILLY IDOL",6.5,6,5,1,0
c8a2ec934e6e2ccec2f1e465cb90ce70,"BING CROSBY",6.5,3,2,2,0
e25f95e603b1251e47de8f3a3a2ddcfb,"CEDARMONT KIDS",6.5,8,5,0,0
9f89cc75caf926a30cf53f587d4d0fc0,"ENGELBERT HUMPERDINCK",6.5,10,1,1,0
afbdaf5bd56e7f4fa24b15d9813d9f51,"ERYKAH BADU",6.5,4,3,2,0
0ae4fe5f6a407e40fd38bf4a2eabfb6d,"EURYTHMICS",6.5,6,3,1,0
5e208860ff1f6247164f3e7fa2bda988,"GLORIA ESTEFAN & MIAMI SOUND",6.5,3,2,2,0
21a68bec91c136ee92b11b690b72308e,"H. ALPERT & THE TIJUANA BRASS",6.5,13,0,0,0
67ed59226cc759173d41830debc73d98,"INDIGO GIRLS",6.5,7,4,1,0
2065bad70dbdf7b1b523b1f643dc5a68,"IRON MAIDEN",6.5,8,5,0,0
049dbde71a70bdefc2b50d0cedbca3de,"JESSICA SIMPSON",6.5,5,2,2,0
3103e7ffe2f744551ce42ccae1fdf644,"LONESTAR",6.5,6,3,1,0
7bbf7b7f006b0120a4a397e2c0ddb278,"LORRIE MORGAN",6.5,7,4,1,0
42cac00744cf88626dc7ede1cfd3d334,"MARVIN GAYE",6.5,6,3,1,0
54c7439bdb5cc3ee5ae4d3af3581f04d,"MEGADETH",6.5,6,5,1,0
287dc6c312ad7a916b24c2ee9e040cb4,"MERCYME",6.5,8,1,1,0
83067803beba73fd1dbc795ddd3dd8a6,"MILLI VANILLI",6.5,2,1,1,0
f662ca6c082aa4ce148ba34fe51365f1,"MISSY ELLIOTT",6.5,6,5,1,0
0b2f0651216033132ffab803de564e8d,"MY CHEMICAL ROMANCE",6.5,3,2,2,0
e28fc02420185db5908a75e6fb7fbe9f,"NATALIE MERCHANT",6.5,3,2,1,0
e7efbaa4574b8660175805ba66b3ebdd,"OAK RIDGE BOYS",6.5,8,3,1,0
3130e91163d87733c507b7803886506a,"ROBERT PLANT",6.5,6,3,1,0
b653f60fbeed5c66ccdaffee980932f7,"TESLA",6.5,6,5,1,0
9f858ef4fccf190db24d93fe5bf3596a,"WEEZER",6.5,5,4,1,0
21128cadcf6ec278291154aed937ca0a,"AL GREEN",6,8,2,1,0
c5d85bcfe061711ceefcef6d50e3b3b1,"BECK",6,8,2,1,0
e0a4baae7723d7bd0c4a38da6c58dc88,"BILLY OCEAN",6,4,4,2,0
5238c55c80b65b7a43928e765fb89c19,"BILLY SQUIER",6,3,3,2,0
11728b91e6d3b51d22ec3c0442a7395c,"BUSTA RHYMES",6,7,5,0,0
a97fb25570b3d5e3494f83854df1924e,"CULTURE CLUB",6,3,3,1,0
485d8e1cd52b6e242acc80156b5cfa84,"DIDO",6,2,2,2,0
e141d003509cf7ba3dfed8baf9292316,"FALL OUT BOY",6,6,4,1,0
e9c96ffe644f5d1300738a33de2506f1,"FOGHAT",6,8,2,1,0
e9a3611b8b0e976152c3af9fdd96c727,"GORDON LIGHTFOOT",6,7,3,1,0
afc989cff2d31f2d8dde64fcfec54eb1,"GRETCHEN WILSON",6,2,2,1,0
4bec809b5fe938c573d25a54900ede1d,"GWEN STEFANI",6,2,2,1,0
cd0d111fee29216ccd70eeb6c6bfbd23,"HELEN REDDY",6,8,2,1,0
06a6be834810fb0ca92f49576c1d2e69,"HILARY DUFF",6,5,3,1,0
10062331010ff7b4bd870f32f3847fe6,"INCUBUS",6,5,3,2,0
aad62b114de84357eaa5fe40240ac17c,"JODECI",6,3,3,2,0
dcb0f1ac68502cdb0eb70b4f95aba985,"MUMFORD & SONS",6,3,3,2,0
2e403c510628b1d19203dcbcf45967e8,"OASIS",6,3,3,1,0
75f3406f76e4b04a782459590cdfbbc1,"PARAMORE",6,5,3,1,0
869d1a921efe38d47888f5b1636ab1c9,"PATTY LOVELESS",6,8,4,0,0
2e20591f2a64174e26e502c502c64921,"PITBULL",6,5,3,2,0
dba322931c70056f4b5727f2cf537588,"POINTER SISTERS",6,6,2,1,0
341b479a6eadffa0dd11de763fe90c4a,"QUEENSRYCHE",6,5,3,1,0
93acbeea783c220f1542f3937b10bd6b,"ROBERTA FLACK",6,7,3,1,0
84a2f679ca6d1d39ead7c93ac6fe1128,"RONNIE MILSAP",6,8,2,1,0
522a016d5a87e7c3705363be14230cf5,"RUN-D.M.C.",6,5,3,1,0
08bfe0f42dfa084dfb52ecef0430afbb,"SAM SMITH",6,2,2,1,0
056cf738e22c9f7299d18e4f25994408,"SEAL",6,4,2,1,0
dd34b11eae67c501f18c2eef6d2c173e,"SEALS & CROFTS",6,6,2,2,0
532669ed4e3573a0684e34c82be80037,"SISQO",6,2,2,1,0
1902ccfec55f82225c451a0ee4be3c98,"SLIPKNOT",6,6,4,1,0
8fb53247879d68f3e2fd2b4ef094b81a,"SPIN DOCTORS",6,2,2,1,0
95b118eb95eae4853fe458800f3a6d1f,"STEVEN CURTIS CHAPMAN",6,10,2,0,0
68e09db0d4a69a33cce9c997ca8f5a04,"TEDDY PENDERGRASS",6,8,4,0,0
b854f0a2cb52b993b1aa96c741d0a479,"THREE DAYS GRACE",6,3,3,2,0
76e7753dbcad364667e47ccfca83b235,"WAR",6,10,2,0,0
c93ed223bbf327aa7c26938654da741c,"WILSON PHILLIPS",6,2,2,1,0
1dd89a0fad7aba8c7b237ad4bc91f44e,"XXXTENTACION",6,4,2,2,0
e55117dc340e4458efdf509b02bc86bf,"112",5.5,4,3,2,0
7a204fb44f52f51f8a49a7e7dd960f61,"ASIA",5.5,3,2,1,0
0cac9e82e2ef610fc7a7a902167863b7,"BLACKSTREET",5.5,3,2,1,0
4a2215f5d7d86dbd8d5cc4956dc99900,"CARMAN",5.5,9,2,0,0
0ad846f88cd3ddb72650993a77c377bc,"CHARLEY PRIDE",5.5,11,0,0,0
3d82e5d0a1978e37de19dd83cf50336f,"CHRIS STAPLETON",5.5,3,2,1,0
42f16843b1ecde7b98dd9673e21a337c,"CHRISTOPHER CROSS",5.5,2,1,1,0
de06332407ed5e39f9efa6ea2b061a52,"COLLIN RAYE",5.5,6,5,0,0
ec475839d5e2f591fa99e081eef57d97,"DC TALK",5.5,6,3,1,0
c2ca850f2bc160f5a1de19f67ad247e7,"DEANA CARTER",5.5,2,1,1,0
86f72e5c1d884659d35bcbddfdc1728f,"DEBBIE GIBSON",5.5,3,2,2,0
193c96bd4eaa77ca606bb8c54ad48e52,"DIAMOND RIO",5.5,8,3,0,0
04998bd4f017bde619199b179c85149f,"DJ JAZZY JEFF & FRESH PRINCE",5.5,5,2,1,0
aa41c8618a3ad8a0921df1ae28160aae,"EDDIE MONEY",5.5,5,4,1,0
a27d8ce2e0c9a8f9c69c5fdf09a83b52,"GARY ALLAN",5.5,8,3,0,0
e19009dea5d5a90119185f87fbe9f8bb,"GINUWINE",5.5,4,3,2,0
1a1ca517f2e51c4b3b9f1bb87d5ea075,"JACK JOHNSON",5.5,5,4,1,0
106feb1f8b9c87bf52c1d6b1d43814d6,"JASON MRAZ",5.5,4,3,1,0
de130905b8a0237a76a23362c30cb874,"KRIS KROSS",5.5,3,2,1,0
9b38fda665cb137e137bd1df13e5cd24,"LEE ANN WOMACK",5.5,5,2,1,0
c58dd0bb1038bd67e0ebf07fdfcffed6,"LOS TIGRES DEL NORTE",5.5,10,1,0,0
84eae8715f8a3ea15db46a17f56aec43,"MARC ANTHONY",5.5,6,1,1,0
f1625b393ac7b7fb06c028e666230581,"MAXWELL",5.5,5,4,1,0
97ffeb8619c82bf4579a152363642d5f,"MERLE HAGGARD",5.5,8,3,0,0
795c25202c8dfa33589711a693740dce,"MITCH MILLER & THE GANG",5.5,11,0,0,0
0d27c3414845be518bc9dffe4293c304,"N.W.A.",5.5,4,3,1,0
7db585025840a146f5e58909372bccf7,"PHISH",5.5,9,2,0,0
40a704da81dad3c5a8915367010d56bd,"ROB ZOMBIE",5.5,4,3,1,0
9afd3e62782eac421a74506c2debbf4f,"SANDI PATTI",5.5,8,3,0,0
19494b7c4d576d23b3945207029a1f21,"SARA EVANS",5.5,6,3,1,0
e5cca45cc375a10162e90fe49b870fce,"SMASH MOUTH",5.5,3,2,2,0
d7f1c01aa44c41c26db05cfa9b89a899,"SUGAR RAY",5.5,3,2,2,0
ac1c64c7d41381d81a39bce76c870efd,"THE THREE TENORS",5.5,5,2,1,0
0ede79466479f9b6dadc72a31a147668,"THIRD DAY",5.5,9,2,0,0
b90faaab7439d70c869ad167923fc00c,"YOUNG JEEZY",5.5,5,4,1,0
eb1f5df29939a8f30f17a1487e72ad2f,"ADAM SANDLER",5,4,2,2,0
68961d0e1ab837e03f82048a14327372,"ALAN PARSONS PROJECT",5,7,3,0,0
322649d38b9b082f681e72178542c1a6,"ALL-4-ONE",5,2,2,1,0
afd3c14d8221fc23ebc16201fd2731bb,"ASHANTI",5,3,3,1,0
3c91fae7d0d69e41ba5d004435cf81f0,"AVENGED SEVENFOLD",5,5,5,0,0
daf8d4e84cb7973db472b5f48a567dae,"BANGLES",5,3,3,1,0
d1ddf0312705a3dd29052f5e75fa7f2a,"BELL BIV DEVOE",5,3,1,1,0
24f49b6f743aeff1546999925582cc63,"BILLIE EILISH",5,2,2,1,0
589a3c6a7a8d82f16ec6aa716291d5db,"BLONDIE",5,4,4,1,0
112bb42aee6441325d4430a5a333c5fe,"BOW WOW",5,5,3,1,0
714054996b741d6a9d4d874105b01226,"C&C MUSIC FACTORY",5,1,1,1,0
2504b33d117ec9cb4c50b41d6e8801e9,"CAMEO",5,9,1,0,0
b26e5730e2d52f9e84f0dc31bb0cd289,"CHARLIE RICH",5,3,1,1,0
932247712bdf0ae08f51f6cbd090c57b,"CLAY WALKER",5,6,4,0,0
39fea9bd9f0c1eecbd02fdd114ca8bf4,"COMMODORES",5,7,3,0,0
7c9cf160aaebd49dcc1a8fb955130925,"DIANA KRALL",5,7,3,0,0
2a00cd4611c62623478811e34bbd0913,"EN VOGUE",5,3,3,1,0
00a55bf3f7ffedfceb81f877e82fae39,"FERGIE",5,1,1,1,0
2d26779ce48973994cc700541eceb6d1,"FIVE FINGER DEATH PUNCH",5,7,3,0,0
a54138bf1902f823a2868b1d075a5532,"GEORGE THOROGOOD & THE DESTROYERS",5,8,2,0,0
4fd6cefcbc7474e2bf5377a26bf4804a,"GIN BLOSSOMS",5,2,2,1,0
6f91897d1e13152f90ad91776ecc898d,"IMAGINE DRAGONS",5,3,3,2,0
382c8c0c8e9ead04a3b27b4b87312aad,"JAY-Z & KANYE WEST",5,1,1,1,0
ffc79ecd319b97af5fa7ab381a026715,"JOE",5,4,2,1,0
ad496226327cf9cdae5d9596f8b12a8f,"K-CI & JOJO",5,3,3,1,0
ad29c689fa29ed9db9bac03bd360ac5d,"KESHA",5,4,2,1,0
76cf3843b9e8f5175cac7d0a0b6b4890,"KHALID",5,2,2,2,0
963297be00a06009ea8aebe5dd056d8f,"LIL BABY",5,4,2,1,0
440d42a3f632083da5dbc8a44c85df46,"LITTLE RIVER BAND",5,5,3,1,0
75d146aae02dd78c9bc80f81305db3b2,"LUKE COMBS",5,2,2,2,0
695ebe58c66c94ef1cf3c8da2a28d521,"MASE",5,3,1,1,0
aed1dcf627cfa6f6223b8f82bdc29b86,"MILEY CYRUS",5,3,3,1,0
105d900216691e28bd536e30763135bc,"MILEY CYRUS AS HANNAH MONTANA",5,2,2,2,0
7a912ddeb69f6b4514798c3e53727117,"MYSTIKAL",5,5,3,1,0
cf8e0fa01a756c00f41a4c23301a415b,"QUINCY JONES",5,6,4,0,0
90de583011404bf6918d0fa419d8464c,"SHINEDOWN",5,5,3,1,0
e48377485c7c2cf060abff062dd262fd,"THE BLACK KEYS",5,4,2,2,0
606c864f210098e1b00101b7c354241d,"THE CLASH",5,5,3,1,0
ca9ff0863022065fd009a9559ba3a0c1,"THE FRAY",5,2,2,1,0
5c326e7fa6dddfbb6db46fb4a1e79b77,"THE JACKSONS",5,5,3,1,0
ab836914a62bf8581d47105dabab8815,"TIFFANY",5,2,2,1,0
2b4f013360c0f89f904a8c5b8881d0a5,"TOM JONES",5,10,0,0,0
415bc59bd0837d3852a84a7aefaa5caf,"TRAVIS SCOTT",5,3,3,1,0
c861ed0ddf1e4e2f0f90771625a122db,"VANESSA WILLIAMS",5,4,2,1,0
de4fa7d130253057ec00e8e9c78cae90,"YOUNGBOY NEVER BROKE AGAIN",5,7,3,0,0
f4e947c86bc496751fd15ab8af7aba23,"A BOOGIE WIT DA HOODIE",4.5,4,3,1,0
47e353d5c4c71ee21bb1dbfc55aaa198,"A TRIBE CALLED QUEST",4.5,6,3,0,0
53fbe8fd87ee0cd1e237be55153bfef1,"AL JARREAU",4.5,7,2,0,0
615b276072647c57acd4bf16dcc76b3f,"ANNIE LENNOX",4.5,3,2,2,0
203df358bd5cb238a746358ad0f4430c,"ARRESTED DEVELOPMENT",4.5,2,1,1,0
979084f2b47cf28431942d2a0847186e,"AUDIOSLAVE",4.5,3,2,1,0
39918e1739e6cfbf7c846794ff1fefd1,"BIG & RICH",4.5,3,2,1,0
043b86e8b79d1da8e7aaecb436230353,"BIG SEAN",4.5,4,3,1,0
c73efd641beaad7159e5eafeb1931e0a,"BRUCE HORNSBY & THE RANGE",4.5,3,2,1,0
365503d03a06f6ce354b7fe293d24144,"CANDLEBOX",4.5,2,1,1,0
2b87dcfac1e7f79dbe74500b225149aa,"CHARLOTTE CHURCH",4.5,4,3,1,0
67fba63bac1287371ddf7067040c15c5,"CHRIS TOMLIN",4.5,7,2,0,0
dc738ac01533345d5548776b7a1701d7,"CREAM",4.5,7,2,0,0
58f12c8ac997d6d2c765fd6e30d5b024,"DIANA ROSS",4.5,7,2,0,0
8d96e550735c722dadefb491a7aaf2ee,"DIERKS BENTLEY",4.5,7,2,0,0
a9155dbba9fd60e055a8472525faa06b,"FIONA APPLE",4.5,3,2,1,0
f4fefc2420d0bf6010ff79a925b30dc2,"FLORIDA GEORGIA LINE",4.5,4,3,1,0
f2905af0f05abd4f1f5639784395fe3a,"GOOD CHARLOTTE",4.5,3,2,1,0
810e960039547388e65b2af9545a2ec3,"HANK WILLIAMS",4.5,5,4,0,0
8131ec72f4b6447215d19dbfa4cb6ee7,"IRON BUTTERFLY",4.5,2,1,1,0
a5955e19572a2e4ab0a3551f056add10,"JEFF BECK",4.5,7,2,0,0
ead370d75581667e54d652082fa6366c,"JEFFERSON AIRPLANE",4.5,7,2,0,0
4182857e8dfd46f33d5303cd979ceba0,"JO DEE MESSINA",4.5,5,2,1,0
091f52a9df76007b0db9465725c4d22c,"JOSH TURNER",4.5,5,2,1,0
c10f588f20a14414117245f945c47a05,"KEVIN GATES",4.5,5,2,1,0
6d733553824ea95fbc772c81a8113ea4,"KIDZ BOP KIDS",4.5,9,0,0,0
2b2995e68423f23140cf13424b1b935d,"LAKE EMERSON & PALMER",4.5,9,0,0,0
10c167c0c3ee1eac2c8e9cab5028c4b5,"LIL UZI VERT",4.5,4,3,1,0
0e18ba52d7eaaff53318f5460cc0cb41,"LIL' JON & THE EASTSIDE BOYZ",4.5,3,2,2,0
2c6666eb88fd625724e2ff05c9264e5f,"LUIS MIGUEL",4.5,6,3,0,0
c40c8b8d9feed617bb2f43adadcb4a86,"MARILYN MANSON",4.5,6,3,0,0
f631d8b781d7b6fc6a99e889458a2aeb,"MARK CHESNUTT",4.5,5,4,0,0
fc419e53ae80e18b0f30db615637a6e0,"MAZE FEAT. FRANKIE BEVERLY",4.5,9,0,0,0
137481c7417b0a0daeb9ddbb3f9c4857,"MOLLY HATCHET",4.5,4,3,1,0
e1bdd4caf84c1d64c1f33f0535fe21af,"P.O.D.",4.5,3,2,1,0
efc823a7a1c217cab923df20126ed0b9,"PAPA ROACH",4.5,3,2,1,0
979e7988571f730c71705e2e9ecd5098,"PARLIAMENT",4.5,7,2,0,0
46c1518942b93731d8196373a0075d23,"POINT OF GRACE",4.5,7,2,0,0
13294db4373ffc12ca080a19eab9395a,"PUBLIC ENEMY",4.5,6,3,0,0
779c09423ba47e79d39522ce9320bb00,"RAFFI",4.5,7,2,0,0
ebda1b81a7159b7e6c523a2444b4a94e,"RICK SPRINGFIELD",4.5,5,4,0,0
eb25c19d1c27c893881feebea9de931a,"ROY ORBISON",4.5,7,2,0,0
6af8321629aab068a3b3c51b692947fb,"S.W.V.",4.5,3,2,1,0
b22153e66769f005d93fb4c28b013706,"SAMMY KERSHAW",4.5,6,3,0,0
b134081d2b7112d3ab2a03f570cc1d09,"SCARFACE",4.5,6,3,0,0
81dd793898ed789fb06bf2d73d17df06,"STEPPENWOLF",4.5,8,1,0,0
9350fbe841e543e6bcf95af1f971f8fe,"TAYLOR DAYNE",4.5,3,2,2,0
b6d50a94b3a486d22d710d8218b421fc,"THE CHAINSMOKERS",4.5,5,2,1,0
dab81ac7dd56de642274ab73ad9937fe,"THE KILLERS",4.5,3,2,1,0
f09555102f08e984ba6f9e970d0f283f,"THE MARSHALL TUCKER BAND",4.5,7,2,0,0
94fdc5c2e08f0070074d67c7a665fa2a,"THE TRAVELING WILBURYS",4.5,3,2,1,0
779fd59de2ecd09d863c7c47b1531f62,"THE WALLFLOWERS",4.5,2,1,1,0
85a48a7330ce376b6e1197745788b06a,"THIRTY-EIGHT SPECIAL (.38)",4.5,5,4,0,0
e3f4ee606051e5212a00e9b9ad519d21,"THOMAS RHETT",4.5,4,3,1,0
147f229154d4a55ef8a5e95bbad3ab2c,"TONY! TONI! TONE!",4.5,4,3,1,0
6f718f543a6e79e1992ec7b1396b1604,"TREY SONGZ",4.5,6,3,0,0
b1d707b86e1f42c0777cdaa0b883e8cc,"WARRANT",4.5,3,2,2,0
faed0293a515d1f000a91bc97216ab1c,"WHITE ZOMBIE",4.5,3,2,2,0
806f00fd6efe538b08f7d577b65bd749,"WIZ KHALIFA",4.5,4,3,1,0
d9afe9d267a1764815baf561ac40dfc1,"AARON CARTER",4,2,2,1,0
1e17ba717c82489ace7bbab0d1f0b0a2,"AKON",4,2,2,1,0
c543d00494958f61b0c2125b437360eb,"ASHLEE SIMPSON",4,2,2,1,0
ec861d2fd52cf1ff6e9dfc6e15478e2d,"BARBRA STREISAND & KRIS KRISTOFFERSON",4,1,1,1,0
df8becf7ff7d3828db0e767e35b2ce9d,"BARNEY",4,2,2,1,0
be17df335b70fd7a3d1dc4ba74e65618,"BLIND MELON",4,1,1,1,0
1ec2464b294ef1304d70fa113696e258,"BLUE OYSTER CULT",4,6,2,0,0
